date,atemperature,ltemperature,sunshine,sonw(accumulated),htemperature,snow,windSpeed(m/s),humidity(%)
2011/2/15,-2.9,-8.8,9.3,82,1.8,0,2.2,59
2011/2/16,1.6,-1.0,3.0,80,5.5,2,2.4,68
2011/2/17,1.2,-2.7,0.0,76,4.2,0,2.0,75
2011/2/18,0.6,-1.8,0.2,74,2.9,3,4.7,79
2011/2/19,-2.2,-4.9,3.0,82,0.7,15,1.9,76
2011/2/20,-0.2,-1.7,5.1,82,2.4,5,4.2,61
2011/2/21,-0.4,-6.1,10.0,76,4.1,0,1.7,60
2011/2/22,1.2,-3.0,9.8,73,6.1,0,2.4,66
2011/2/23,2.1,0.3,8.9,70,3.7,0,6.0,69
2011/2/24,4.9,2.2,4.6,67,9.3,0,4.7,77
2011/2/25,-0.4,-5.0,1.4,63,7.0,3,4.6,70
2011/2/26,-4.3,-6.4,4.6,64,-2.2,4,4.7,65
2011/2/27,-1.4,-4.8,2.2,64,1.7,4,4.0,69
2011/2/28,-3.7,-6.7,10.4,64,-0.7,0,1.9,51
2011/3/1,-0.7,-5.2,0.2,63,1.4,1,4.0,71
2011/3/2,-1.6,-3.4,2.2,69,1.9,9,5.0,66
2011/3/3,-4.2,-5.4,0.6,90,-2.2,31,3.8,74
2011/3/4,-3.3,-6.6,2.7,92,-0.3,7,4.5,70
2011/3/5,-1.0,-7.7,4.1,87,3.0,0,2.4,61
2011/3/6,1.6,-1.4,5.1,80,4.9,0,2.3,62
2011/3/7,-0.7,-3.8,3.9,74,3.2,0,2.8,52
2011/3/8,-2.4,-6.2,5.1,72,1.0,1,2.3,55
2011/3/9,-3.4,-4.8,1.0,75,-0.2,7,2.0,65
2011/3/10,-1.8,-4.2,5.2,86,1.7,14,3.3,63
2011/3/11,-1.3,-3.8,4.4,81,2.6,0,2.5,55
2011/3/12,0.7,-4.8,6.3,78,4.5,0,3.4,54
2011/3/13,3.5,1.3,7.9,74,5.8,0,4.0,69
2011/3/14,3.1,-0.6,2.1,68,7.9,2,5.4,66
2011/3/15,-0.3,-1.6,2.2,72,2.3,6,2.1,74
2011/3/16,-0.8,-3.4,5.7,69,2.0,1,3.9,60
2011/3/17,-2.4,-4.4,1.0,76,0.7,10,5.2,72
2011/3/18,0.6,-3.1,8.3,76,3.7,0,3.4,52
2011/3/19,5.2,0.7,3.7,69,9.9,0,4.8,55
2011/3/20,4.8,0.1,6.3,64,7.3,0,2.5,38
2011/3/21,1.9,-1.3,7.1,61,4.8,1,4.8,48
2011/3/22,0.1,-1.9,6.6,63,3.1,2,3.2,53
2011/3/23,-1.0,-2.4,5.5,59,1.5,2,3.2,61
2011/3/24,-0.7,-4.0,4.7,59,2.4,1,1.9,65
2011/3/25,-0.4,-3.2,3.9,59,3.0,4,1.8,72
2011/3/26,0.0,-4.1,6.8,57,3.6,1,2.8,71
2011/3/27,0.8,-2.9,9.6,55,3.8,1,3.2,61
2011/3/28,3.9,-1.7,10.7,53,7.9,0,3.8,41
2011/3/29,5.9,1.7,11.1,47,10.5,0,3.1,44
2011/3/30,5.4,0.0,8.0,42,10.3,0,2.4,54
2011/3/31,5.1,0.6,7.7,35,9.8,0,2.2,65
2011/4/1,5.1,0.9,10.1,30,11.0,0,4.7,71
2011/4/2,1.2,-1.1,4.2,25,3.6,7,3.1,68
2011/4/3,0.5,-1.1,1.9,28,3.2,7,4.8,74
2011/4/4,1.2,-4.2,11.4,27,4.9,0,2.4,52
2011/4/5,5.8,-1.2,11.1,20,12.4,0,1.4,50
2011/4/6,9.1,0.8,11.9,12,16.1,0,1.8,44
2011/4/7,9.9,4.4,3.0,6,15.1,0,4.5,50
2011/4/8,7.4,2.6,2.9,0,10.4,0,3.7,59
2011/4/9,5.9,0.9,9.9,0,11.0,0,3.2,45
2011/4/10,6.9,-0.6,8.8,0,14.1,0,3.4,60
2011/4/11,5.5,2.6,10.7,0,9.1,0,3.8,56
2011/4/12,6.4,0.9,11.8,0,10.9,0,3.4,37
2011/4/13,6.6,4.0,2.7,0,9.6,0,3.5,66
2011/4/14,8.8,3.7,9.4,0,14.4,0,2.4,56
2011/4/15,11.0,5.9,1.4,0,15.7,0,6.1,61
2011/4/16,7.8,2.3,0.0,0,13.4,0,6.6,80
2011/4/17,4.1,0.8,0.0,0,6.5,0,8.8,66
2011/4/18,5.3,3.9,0.9,0,7.2,0,5.3,71
2011/4/19,6.5,3.1,5.6,0,11.9,0,2.6,54
2011/4/20,6.0,2.5,8.7,0,11.8,0,2.5,55
2011/4/21,5.4,4.0,0.0,0,7.6,0,2.4,76
2011/4/22,5.1,3.5,4.9,0,7.9,0,5.7,73
2011/4/23,8.2,5.2,0.0,0,10.3,0,7.7,82
2011/4/24,8.8,6.0,2.6,0,12.0,0,2.5,72
2011/4/25,7.7,5.4,2.3,0,11.6,0,4.3,70
2011/4/26,10.3,5.9,8.2,0,15.3,0,3.7,63
2011/4/27,9.1,5.4,3.6,0,13.5,0,2.2,79
2011/4/28,9.2,4.6,0.8,0,15.2,0,4.2,81
2011/4/29,8.9,4.3,6.8,0,13.4,0,3.7,56
2011/4/30,13.8,8.2,9.0,0,18.9,0,4.2,44
2011/5/1,11.0,9.3,0.2,0,13.5,0,6.5,84
2011/5/2,6.4,3.8,0.1,0,10.3,0,7.7,80
2011/5/3,6.8,4.3,7.1,0,9.9,0,5.3,71
2011/5/4,5.5,3.7,0.0,0,6.8,0,3.2,84
2011/5/5,7.3,5.3,8.2,0,11.2,0,3.6,70
2011/5/6,9.5,3.3,10.3,0,15.3,0,4.5,64
2011/5/7,10.9,8.0,1.4,0,13.4,0,6.8,80
2011/5/8,9.6,6.7,0.3,0,12.8,0,4.4,82
2011/5/9,10.5,7.1,6.7,0,13.9,0,3.7,60
2011/5/10,9.4,6.8,1.3,0,13.5,0,4.0,81
2011/5/11,9.1,6.2,10.8,0,13.5,0,3.6,67
2011/5/12,12.2,4.9,11.8,0,19.5,0,3.3,42
2011/5/13,10.1,7.1,0.9,0,12.9,0,7.7,71
2011/5/14,8.4,6.4,2.1,0,12.3,0,3.7,66
2011/5/15,6.8,4.7,9.1,0,9.8,0,4.9,70
2011/5/16,11.2,4.2,6.5,0,15.6,0,6.3,68
2011/5/17,10.7,7.1,6.1,0,15.2,0,2.6,68
2011/5/18,14.1,6.8,8.1,0,20.2,0,2.6,50
2011/5/19,13.8,11.1,0.5,0,17.1,0,3.3,67
2011/5/20,13.7,11.3,6.8,0,19.6,0,2.8,79
2011/5/21,12.9,10.8,0.0,0,15.3,0,1.9,92
2011/5/22,10.5,8.6,0.4,0,13.4,0,2.9,84
2011/5/23,8.5,7.5,0.0,0,9.8,0,3.7,82
2011/5/24,11.9,7.2,10.6,0,17.8,0,3.8,74
2011/5/25,13.0,10.0,6.4,0,17.5,0,2.3,74
2011/5/26,15.1,7.4,13.2,0,24.4,0,2.4,63
2011/5/27,16.0,9.5,9.3,0,21.4,0,4.9,61
2011/5/28,16.6,14.3,2.9,0,23.0,0,3.4,74
2011/5/29,15.7,13.1,0.6,0,20.0,0,1.6,82
2011/5/30,15.3,11.3,4.4,0,19.3,0,3.1,60
2011/5/31,12.4,7.8,12.5,0,19.1,0,2.7,57
2011/6/1,11.8,7.0,11.3,0,17.9,0,4.5,56
2011/6/2,12.8,7.5,2.2,0,16.0,0,6.1,68
2011/6/3,15.3,12.8,1.4,0,19.7,0,2.4,77
2011/6/4,14.0,10.9,1.3,0,17.2,0,3.9,82
2011/6/5,17.1,13.3,7.1,0,21.9,0,2.5,66
2011/6/6,15.3,11.8,7.0,0,21.5,0,1.9,77
2011/6/7,17.5,12.0,9.9,0,25.4,0,2.5,70
2011/6/8,20.7,16.2,11.2,0,26.8,0,3.8,58
2011/6/9,19.4,15.0,2.5,0,24.1,0,4.4,68
2011/6/10,18.3,15.2,6.0,0,23.5,0,3.5,77
2011/6/11,17.7,15.3,6.0,0,21.9,0,2.9,82
2011/6/12,15.6,13.8,0.2,0,17.8,0,4.0,84
2011/6/13,15.2,13.9,0.0,0,18.0,0,1.6,87
2011/6/14,13.7,12.3,0.0,0,14.9,0,2.2,92
2011/6/15,14.0,12.0,6.5,0,17.5,0,4.8,79
2011/6/16,16.4,12.7,10.9,0,23.6,0,2.6,70
2011/6/17,19.0,12.7,13.5,0,26.2,0,4.2,66
2011/6/18,17.2,14.7,0.8,0,19.8,0,2.2,78
2011/6/19,18.1,15.1,6.8,0,22.9,0,2.3,79
2011/6/20,20.2,16.0,4.7,0,25.2,0,2.1,73
2011/6/21,23.4,16.4,10.6,0,29.3,0,2.5,59
2011/6/22,22.2,17.8,3.0,0,29.3,0,2.5,74
2011/6/23,16.4,15.3,0.0,0,18.3,0,2.6,88
2011/6/24,14.7,12.0,5.7,0,17.5,0,4.7,79
2011/6/25,14.0,11.7,8.7,0,17.1,0,4.9,64
2011/6/26,16.4,9.6,13.7,0,23.2,0,1.6,58
2011/6/27,17.1,13.0,1.5,0,20.1,0,5.8,73
2011/6/28,20.9,17.3,1.4,0,26.3,0,5.2,72
2011/6/29,23.2,17.1,10.0,0,30.3,0,2.7,65
2011/6/30,21.4,18.6,0.7,0,26.4,0,2.1,72
2011/7/1,18.6,16.1,7.3,0,23.5,0,3.4,86
2011/7/2,18.7,15.3,7.3,0,24.8,0,2.3,82
2011/7/3,21.9,16.4,6.2,0,27.2,0,4.8,75
2011/7/4,21.4,19.4,0.0,0,22.9,0,5.0,84
2011/7/5,22.2,18.0,5.5,0,27.1,0,2.9,70
2011/7/6,23.2,18.4,6.3,0,27.8,0,2.0,70
2011/7/7,24.2,19.1,11.2,0,28.8,0,4.5,67
2011/7/8,22.3,20.4,0.4,0,24.4,0,4.4,84
2011/7/9,22.9,20.8,1.2,0,28.4,0,2.0,80
2011/7/10,21.4,20.2,1.2,0,23.7,0,2.1,89
2011/7/11,23.0,19.7,4.4,0,27.3,0,2.9,80
2011/7/12,24.3,20.9,10.1,0,29.9,0,2.6,73
2011/7/13,23.0,21.4,1.5,0,27.5,0,2.0,83
2011/7/14,22.7,21.4,0.1,0,24.5,0,1.9,90
2011/7/15,21.0,18.8,0.0,0,23.4,0,2.6,79
2011/7/16,19.2,18.3,0.0,0,20.6,0,3.2,87
2011/7/17,20.1,18.3,0.3,0,23.0,0,1.9,91
2011/7/18,19.9,17.7,1.1,0,22.6,0,3.3,91
2011/7/19,20.4,17.5,8.5,0,26.1,0,2.4,87
2011/7/20,21.3,17.9,11.8,0,26.6,0,2.5,70
2011/7/21,19.2,14.0,12.7,0,25.2,0,2.5,66
2011/7/22,19.1,15.5,8.0,0,24.2,0,5.2,63
2011/7/23,19.9,17.0,7.0,0,24.1,0,5.7,65
2011/7/24,20.6,15.9,7.3,0,26.5,0,2.1,70
2011/7/25,22.7,20.0,7.2,0,27.7,0,2.4,71
2011/7/26,22.5,19.5,8.2,0,27.4,0,2.0,77
2011/7/27,23.6,21.0,2.5,0,28.0,0,1.6,79
2011/7/28,25.1,20.9,9.8,0,30.8,0,2.3,74
2011/7/29,24.2,21.3,12.3,0,28.7,0,3.0,76
2011/7/30,22.9,20.7,0.0,0,25.7,0,2.3,79
2011/7/31,23.1,19.2,10.8,0,27.6,0,3.4,66
2011/8/1,22.1,19.6,4.7,0,25.9,0,2.1,70
2011/8/2,21.7,17.7,7.6,0,27.5,0,2.1,66
2011/8/3,23.2,17.1,13.6,0,29.6,0,2.8,64
2011/8/4,24.4,21.3,11.3,0,28.4,0,5.7,74
2011/8/5,25.7,22.2,5.5,0,30.4,0,3.2,76
2011/8/6,25.6,21.7,8.9,0,31.9,0,1.9,77
2011/8/7,25.8,22.7,11.3,0,30.4,0,2.4,75
2011/8/8,25.8,21.7,12.7,0,31.8,0,2.4,74
2011/8/9,25.9,21.7,4.2,0,30.6,0,1.9,74
2011/8/10,27.3,24.1,0.8,0,30.7,0,4.0,73
2011/8/11,28.9,24.9,11.7,0,33.8,0,4.1,53
2011/8/12,24.7,20.3,7.5,0,27.4,0,4.8,57
2011/8/13,24.6,18.2,13.1,0,30.6,0,3.6,60
2011/8/14,24.1,22.1,0.1,0,27.5,0,3.1,78
2011/8/15,23.8,20.2,0.9,0,28.3,0,2.3,89
2011/8/16,20.7,18.8,0.0,0,22.6,0,1.5,93
2011/8/17,21.9,18.8,4.0,0,25.9,0,2.6,78
2011/8/18,22.6,20.2,4.4,0,26.4,0,2.5,70
2011/8/19,22.4,18.2,8.2,0,26.7,0,1.8,68
2011/8/20,21.4,18.4,8.1,0,25.0,0,3.4,75
2011/8/21,22.0,18.6,10.8,0,26.4,0,4.5,71
2011/8/22,22.3,17.6,12.4,0,27.3,0,3.6,64
2011/8/23,20.2,18.8,0.0,0,21.5,0,2.3,79
2011/8/24,22.3,19.0,5.0,0,26.3,0,1.6,76
2011/8/25,21.6,19.1,1.8,0,24.3,0,2.2,81
2011/8/26,21.2,17.2,6.5,0,26.4,0,1.6,76
2011/8/27,22.8,16.8,12.4,0,29.0,0,1.5,65
2011/8/28,23.3,17.7,12.1,0,29.8,0,1.7,67
2011/8/29,23.7,18.5,8.1,0,28.7,0,2.8,67
2011/8/30,23.8,21.8,5.2,0,27.7,0,5.2,74
2011/8/31,24.4,21.8,1.5,0,26.9,0,4.2,74
2011/9/1,26.0,22.4,11.1,0,32.0,0,4.7,73
2011/9/2,22.1,20.4,0.0,0,24.7,0,2.1,92
2011/9/3,22.8,20.5,3.1,0,28.6,0,5.3,89
2011/9/4,22.8,20.3,2.6,0,27.3,0,5.0,87
2011/9/5,23.5,22.3,0.4,0,25.3,0,8.0,83
2011/9/6,20.6,17.6,0.0,0,23.6,0,3.9,89
2011/9/7,20.4,17.2,6.3,0,24.1,0,4.3,68
2011/9/8,23.6,18.9,6.2,0,28.3,0,3.1,54
2011/9/9,21.8,18.7,0.0,0,24.6,0,3.1,71
2011/9/10,19.6,16.1,4.6,0,23.1,0,3.6,68
2011/9/11,18.3,14.6,2.3,0,21.5,0,2.8,65
2011/9/12,19.3,16.8,0.0,0,21.8,0,1.6,90
2011/9/13,19.5,15.6,4.8,0,23.7,0,1.4,83
2011/9/14,19.5,14.1,10.9,0,25.1,0,1.6,75
2011/9/15,21.0,17.8,0.3,0,25.3,0,2.9,81
2011/9/16,24.3,21.2,5.0,0,29.1,0,2.7,76
2011/9/17,21.0,18.9,0.0,0,25.5,0,3.6,83
2011/9/18,16.7,13.6,0.1,0,19.5,0,4.4,83
2011/9/19,15.1,13.2,0.5,0,17.4,0,2.3,65
2011/9/20,15.7,12.0,5.2,0,20.4,0,1.5,64
2011/9/21,14.4,12.1,0.0,0,16.4,0,1.0,71
2011/9/22,14.0,11.9,0.0,0,15.9,0,4.5,76
2011/9/23,14.8,9.8,8.1,0,18.7,0,1.6,69
2011/9/24,15.3,11.0,6.0,0,20.2,0,1.9,73
2011/9/25,16.5,11.1,10.0,0,22.9,0,4.4,69
2011/9/26,17.6,12.9,11.0,0,23.4,0,4.8,73
2011/9/27,17.3,12.6,10.3,0,23.4,0,2.5,71
2011/9/28,17.7,10.3,10.9,0,24.6,0,2.8,64
2011/9/29,17.8,11.1,7.7,0,23.0,0,3.4,63
2011/9/30,16.3,12.5,0.0,0,18.8,0,3.6,81
2011/10/1,10.5,8.0,4.2,0,14.4,0,4.5,72
2011/10/2,8.8,5.5,5.4,0,13.4,0,3.6,60
2011/10/3,7.7,5.7,1.5,0,10.7,0,4.0,61
2011/10/4,12.0,5.0,7.0,0,19.6,0,2.7,60
2011/10/5,14.5,9.5,5.9,0,20.0,0,2.4,65
2011/10/6,13.5,10.1,2.8,0,17.5,0,3.1,82
2011/10/7,13.3,10.6,0.2,0,15.8,0,4.6,81
2011/10/8,13.2,8.1,6.9,0,18.8,0,1.7,74
2011/10/9,14.4,7.7,9.4,0,20.0,0,2.4,63
2011/10/10,14.4,9.1,0.4,0,19.5,0,3.3,76
2011/10/11,12.0,7.1,7.2,0,16.7,0,3.1,56
2011/10/12,11.0,6.3,2.5,0,16.4,0,3.3,69
2011/10/13,13.6,8.5,8.9,0,18.5,0,2.9,50
2011/10/14,14.0,7.3,5.7,0,20.7,0,2.9,57
2011/10/15,15.2,12.3,0.1,0,18.0,0,1.8,79
2011/10/16,16.7,13.6,4.3,0,19.9,0,5.0,66
2011/10/17,12.8,5.3,5.4,0,17.6,0,4.6,54
2011/10/18,7.9,5.2,1.6,0,9.9,0,2.5,59
2011/10/19,11.0,5.0,10.0,0,18.4,0,2.5,64
2011/10/20,11.3,5.2,9.8,0,19.2,0,1.4,65
2011/10/21,13.4,6.2,9.4,0,19.9,0,3.7,65
2011/10/22,14.5,10.6,0.0,0,18.4,0,3.1,87
2011/10/23,13.8,11.7,0.0,0,15.5,0,4.4,89
2011/10/24,11.9,7.8,1.7,0,15.8,0,3.2,80
2011/10/25,13.2,7.8,0.5,0,18.5,0,4.8,73
2011/10/26,8.0,5.8,0.0,0,9.4,0,2.5,67
2011/10/27,8.4,5.6,1.9,0,11.9,0,2.5,68
2011/10/28,9.6,3.7,5.8,0,15.7,0,2.8,73
2011/10/29,9.7,5.4,3.5,0,15.1,0,1.4,75
2011/10/30,11.3,7.5,0.3,0,13.9,0,3.6,75
2011/10/31,12.0,8.1,7.6,0,16.7,0,3.1,76
2011/11/1,10.3,5.6,8.8,0,16.3,0,1.9,63
2011/11/2,12.4,5.4,7.8,0,17.7,0,3.5,64
2011/11/3,11.2,5.7,8.9,0,14.9,0,2.8,60
2011/11/4,8.9,4.0,9.4,0,14.7,0,1.6,68
2011/11/5,9.9,7.7,0.0,0,12.4,0,1.5,76
2011/11/6,9.4,8.8,1.7,0,10.5,0,3.1,71
2011/11/7,9.0,6.7,0.0,0,11.0,0,3.0,73
2011/11/8,7.4,4.8,1.1,0,10.6,0,3.3,65
2011/11/9,6.1,2.6,3.3,0,9.5,0,1.8,65
2011/11/10,6.8,1.4,9.1,0,12.0,0,1.9,65
2011/11/11,8.5,1.8,7.5,0,15.5,0,1.7,69
2011/11/12,10.1,4.9,6.5,0,15.7,0,2.0,72
2011/11/13,10.9,7.0,4.7,0,15.3,0,3.1,62
2011/11/14,5.8,3.6,2.8,0,8.4,0,3.6,56
2011/11/15,2.5,0.4,6.8,0,5.0,0,3.8,58
2011/11/16,3.9,0.5,6.9,1,6.8,1,4.3,52
2011/11/17,1.8,-0.2,5.1,10,3.9,9,3.7,67
2011/11/18,4.7,-1.7,1.9,2,9.4,0,2.9,70
2011/11/19,10.9,8.1,0.1,0,13.5,0,4.2,89
2011/11/20,5.8,-1.4,1.9,2,10.2,2,4.4,76
2011/11/21,-3.1,-5.5,0.3,7,-0.5,9,2.1,78
2011/11/22,-0.9,-4.1,0.5,3,0.7,2,1.7,77
2011/11/23,3.0,-0.5,7.9,0,7.7,0,3.3,68
2011/11/24,6.0,0.8,1.3,0,11.6,0,4.4,62
2011/11/25,0.6,-0.7,1.2,0,2.0,0,3.5,59
2011/11/26,2.6,0.3,2.2,0,4.4,0,2.1,59
2011/11/27,5.5,1.8,0.0,0,7.8,0,2.8,79
2011/11/28,5.4,-0.2,8.1,0,9.6,0,2.8,71
2011/11/29,5.4,2.7,0.7,0,7.5,0,4.6,70
2011/11/30,-1.0,-3.2,0.0,8,2.8,9,5.2,67
2011/12/1,-2.6,-4.0,5.1,5,-0.8,2,4.3,63
2011/12/2,-2.1,-4.2,6.0,7,0.5,3,1.5,74
2011/12/3,-1.6,-4.9,0.0,19,0.5,16,2.1,83
2011/12/4,3.1,0.4,1.7,19,7.7,0,3.6,84
2011/12/5,0.1,-1.8,0.9,13,1.9,7,4.6,69
2011/12/6,0.3,-1.5,1.7,12,1.8,0,1.9,69
2011/12/7,0.0,-1.9,0.8,10,2.2,0,3.2,63
2011/12/8,-3.3,-7.1,5.7,10,-0.4,1,1.8,67
2011/12/9,-4.1,-9.0,2.9,15,0.2,5,2.3,64
2011/12/10,0.3,-2.9,3.8,13,3.2,1,2.3,69
2011/12/11,-1.1,-3.1,1.4,17,0.2,6,2.8,76
2011/12/12,-2.0,-3.9,0.8,18,-0.1,5,2.6,78
2011/12/13,-2.0,-5.0,3.5,22,-0.4,4,3.4,62
2011/12/14,1.0,-2.0,3.6,17,3.7,0,3.4,71
2011/12/15,-0.6,-4.1,3.5,15,3.2,1,3.8,72
2011/12/16,-5.2,-7.6,7.2,15,-3.1,0,3.2,56
2011/12/17,-4.6,-9.4,4.5,16,-2.5,1,3.1,60
2011/12/18,-4.5,-6.9,4.0,16,-3.3,0,2.7,66
2011/12/19,-5.1,-9.0,4.0,17,-1.7,1,2.2,64
2011/12/20,-4.3,-7.8,5.2,18,-0.5,1,2.4,60
2011/12/21,-5.0,-9.6,5.4,17,-1.1,0,1.6,66
2011/12/22,-3.3,-7.7,1.6,32,-0.3,16,2.3,80
2011/12/23,-0.4,-3.2,2.6,33,2.5,3,3.3,67
2011/12/24,-2.9,-5.0,2.9,30,-1.5,0,3.2,51
2011/12/25,-2.3,-6.0,3.8,29,0.6,2,3.6,59
2011/12/26,0.0,-1.6,0.3,41,1.6,15,8.4,78
2011/12/27,-2.5,-4.6,0.0,44,-0.2,4,4.8,70
2011/12/28,-1.4,-3.5,1.2,42,1.1,0,3.1,62
2011/12/29,-2.3,-4.9,0.0,49,2.4,11,2.4,71
2011/12/30,-3.3,-9.6,1.7,46,2.9,1,3.9,66
2011/12/31,0.0,-3.4,5.6,43,3.0,0,3.1,71
2012/1/1,-0.1,-3.6,2.2,43,2.7,3,2.4,77
2012/1/2,-0.7,-3.7,0.0,45,1.2,2,2.4,79
2012/1/3,-3.5,-4.8,1.1,46,-1.3,4,6.6,74
2012/1/4,-3.4,-4.8,6.8,49,-0.9,6,4.8,67
2012/1/5,-0.6,-4.6,0.0,53,1.5,8,6.2,77
2012/1/6,-0.3,-3.0,1.6,61,1.6,11,1.9,83
2012/1/7,-1.8,-6.4,4.0,59,1.5,0,2.6,73
2012/1/8,-5.5,-9.2,1.9,56,-1.4,0,1.4,76
2012/1/9,-2.8,-6.1,4.4,59,0.2,7,2.7,63
2012/1/10,-4.7,-7.8,4.5,70,-1.4,16,2.5,73
2012/1/11,-7.6,-10.8,6.7,68,-5.2,1,5.6,55
2012/1/12,-6.9,-10.5,5.7,66,-4.2,4,2.9,65
2012/1/13,-6.2,-9.3,4.7,61,-3.2,0,2.9,64
2012/1/14,-8.0,-11.3,7.3,58,-5.1,1,4.9,49
2012/1/15,-6.1,-7.7,2.2,56,-4.5,0,4.9,50
2012/1/16,-5.5,-8.5,8.0,56,-2.3,3,3.3,61
2012/1/17,-5.0,-7.4,2.4,56,-2.5,0,1.8,70
2012/1/18,-3.6,-6.8,5.1,54,-0.2,0,1.8,66
2012/1/19,-4.2,-8.1,7.0,52,-0.3,0,1.1,71
2012/1/20,-5.8,-9.0,8.6,51,-2.2,0,2.0,64
2012/1/21,-4.7,-9.9,3.3,50,-0.8,0,3.2,72
2012/1/22,0.9,-2.4,0.0,50,3.3,1,4.7,84
2012/1/23,-2.4,-6.4,1.0,56,1.9,9,5.3,70
2012/1/24,-5.7,-7.0,4.3,55,-3.5,3,3.4,60
2012/1/25,-7.0,-9.8,3.7,52,-3.9,0,2.0,61
2012/1/26,-7.6,-10.9,7.8,51,-4.8,0,2.8,53
2012/1/27,-7.9,-11.5,7.5,54,-4.2,4,2.8,53
2012/1/28,-6.6,-8.8,2.5,57,-4.3,3,4.9,63
2012/1/29,-4.4,-6.8,2.4,64,-1.2,11,2.4,70
2012/1/30,-5.6,-9.4,8.3,63,-2.7,0,1.6,63
2012/1/31,-5.4,-8.4,6.5,59,-2.9,2,2.4,56
2012/2/1,-7.6,-10.6,0.5,58,-5.3,0,2.3,63
2012/2/2,-7.8,-10.5,4.6,63,-6.0,9,2.5,64
2012/2/3,-6.6,-8.9,4.3,64,-3.9,2,2.6,64
2012/2/4,-6.3,-9.3,3.4,65,-1.7,7,2.5,70
2012/2/5,-3.0,-7.5,2.9,63,-1.0,0,2.8,59
2012/2/6,0.7,-3.9,5.5,60,3.3,0,3.2,75
2012/2/7,0.3,-2.6,0.6,58,2.2,3,2.6,83
2012/2/8,-4.7,-7.3,6.9,57,-2.3,0,4.3,52
2012/2/9,-5.6,-7.7,9.1,55,-2.2,0,3.2,51
2012/2/10,-7.4,-8.5,0.7,57,-5.9,4,4.2,58
2012/2/11,-7.2,-9.0,4.2,60,-5.5,3,3.6,61
2012/2/12,-7.6,-9.4,5.5,58,-5.8,2,5.6,58
2012/2/13,-2.7,-7.4,9.2,59,0.8,1,3.6,56
2012/2/14,0.4,-3.2,5.9,57,4.1,1,1.9,72
2012/2/15,-3.9,-7.1,0.5,58,0.7,6,4.7,74
2012/2/16,-5.4,-8.4,5.7,61,-2.0,3,4.5,56
2012/2/17,-6.8,-11.3,7.5,58,-1.8,0,2.1,53
2012/2/18,-8.3,-11.9,1.4,65,-5.8,8,1.6,71
2012/2/19,-6.5,-12.1,4.9,68,-2.7,3,1.3,71
2012/2/20,-2.9,-8.2,5.2,64,0.9,1,2.5,63
2012/2/21,-4.4,-6.3,6.9,65,1.2,2,5.9,59
2012/2/22,-2.2,-5.4,6.7,62,0.9,0,2.3,50
2012/2/23,-0.3,-3.6,4.7,67,3.2,10,3.6,81
2012/2/24,-2.8,-7.0,4.6,76,-0.2,9,3.6,69
2012/2/25,-7.0,-9.6,0.2,71,-5.1,2,2.2,74
2012/2/26,-4.3,-8.4,5.5,74,-0.3,4,4.0,72
2012/2/27,-4.6,-7.5,6.0,73,-2.4,1,4.7,67
2012/2/28,-4.0,-9.0,5.1,71,-0.1,0,2.4,63
2012/2/29,0.8,-4.8,5.6,70,4.8,0,3.1,61
2012/3/1,2.5,-0.5,2.3,65,5.9,0,2.8,65
2012/3/2,-0.6,-3.6,7.4,62,1.7,0,4.5,51
2012/3/3,-4.0,-5.8,4.9,68,-0.2,7,3.6,72
2012/3/4,-4.5,-7.4,7.5,70,-1.6,3,3.3,67
2012/3/5,-4.7,-10.0,7.3,67,0.3,4,1.7,70
2012/3/6,1.6,-2.5,0.9,68,6.3,1,1.9,81
2012/3/7,3.7,1.2,1.5,61,6.1,0,4.2,73
2012/3/8,0.3,-0.9,0.3,61,1.7,6,2.7,75
2012/3/9,0.0,-1.8,8.0,59,2.9,0,2.2,66
2012/3/10,-0.6,-4.4,10.3,56,3.5,0,1.6,65
2012/3/11,-1.1,-4.8,10.3,54,2.4,0,3.7,61
2012/3/12,-1.4,-3.8,1.2,53,0.8,0,2.3,57
2012/3/13,-2.0,-4.7,5.8,57,0.6,5,3.1,63
2012/3/14,-1.1,-6.4,5.9,52,3.9,2,3.5,64
2012/3/15,0.5,-0.9,2.2,52,3.2,1,5.2,69
2012/3/16,1.4,-1.7,8.4,50,3.7,0,2.9,49
2012/3/17,2.9,1.3,1.0,47,5.7,0,6.0,71
2012/3/18,-1.0,-4.9,0.0,52,3.0,9,5.0,80
2012/3/19,-4.4,-6.5,4.8,52,-1.4,3,4.6,64
2012/3/20,-3.9,-6.3,1.6,51,-1.5,4,3.0,64
2012/3/21,-0.8,-6.1,6.5,49,2.8,0,3.3,53
2012/3/22,1.9,-0.9,2.0,44,4.5,0,3.0,69
2012/3/23,2.3,-0.1,1.4,44,4.1,1,3.4,64
2012/3/24,-0.5,-2.2,0.0,48,1.1,6,1.9,82
2012/3/25,-1.5,-3.5,0.1,50,0.3,2,2.6,74
2012/3/26,-1.0,-4.3,4.6,49,3.1,1,3.0,63
2012/3/27,0.1,-4.2,10.3,50,3.4,5,3.0,55
2012/3/28,1.6,-2.1,11.0,43,6.2,0,2.8,63
2012/3/29,5.6,-2.2,9.5,39,11.2,0,3.1,52
2012/3/30,9.5,5.2,6.6,31,14.4,0,6.5,57
2012/3/31,1.8,-1.3,0.0,19,8.5,2,5.0,81
