"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年4月24日","74.57","74.27","74.73","74.02","276.67K","0.08%"
"2019年4月23日","74.51","74.38","74.73","73.99","308.99K","0.63%"
"2019年4月22日","74.04","71.93","74.52","71.86","305.17K","2.88%"
"2019年4月18日","71.97","71.63","72.04","71.20","259.04K","0.49%"
"2019年4月17日","71.62","71.83","72.27","71.45","276.61K","-0.14%"
"2019年4月16日","71.72","71.21","71.95","70.74","273.90K","0.76%"
"2019年4月15日","71.18","71.55","71.60","70.78","219.15K","-0.52%"
"2019年4月12日","71.55","70.95","71.87","70.90","237.22K","1.02%"
"2019年4月11日","70.83","71.56","71.68","70.57","278.09K","-1.25%"
"2019年4月10日","71.73","70.82","71.78","70.57","288.89K","1.59%"
"2019年4月9日","70.61","71.19","71.34","70.30","267.49K","-0.69%"
"2019年4月8日","71.10","70.56","71.19","70.43","288.13K","1.08%"
"2019年4月5日","70.34","69.13","70.48","68.92","263.87K","1.35%"
"2019年4月4日","69.40","69.44","70.03","68.87","281.88K","0.13%"
"2019年4月3日","69.31","69.47","69.96","68.80","341.50K","-0.09%"
"2019年4月2日","69.37","69.22","69.58","68.69","299.30K","0.52%"
"2019年4月1日","69.01","67.58","69.22","67.58","320.77K","0.91%"
"2019年3月29日","68.39","68.01","68.89","67.81","20.62K","0.84%"
"2019年3月28日","67.82","67.75","68.00","66.54","131.64K","-0.01%"
"2019年3月27日","67.83","67.90","68.35","67.19","148.15K","-0.21%"
"2019年3月26日","67.97","67.36","68.23","67.24","197.54K","1.13%"
"2019年3月25日","67.21","67.00","67.65","66.36","216.76K","0.27%"
"2019年3月22日","67.03","67.76","67.98","66.20","284.52K","-1.22%"
"2019年3月21日","67.86","68.38","68.69","67.59","303.23K","-0.93%"
"2019年3月20日","68.50","67.66","68.57","67.19","235.49K","1.32%"
"2019年3月19日","67.61","67.49","68.20","67.13","234.14K","0.10%"
"2019年3月18日","67.54","67.14","67.69","66.69","208.53K","0.57%"
"2019年3月15日","67.16","67.18","67.71","66.13","254.32K","-0.10%"
"2019年3月14日","67.23","67.65","68.14","67.03","235.99K","-0.47%"
"2019年3月13日","67.55","66.91","67.76","66.70","243.20K","1.32%"
"2019年3月12日","66.67","66.70","67.39","66.34","252.13K","0.14%"
"2019年3月11日","66.58","65.76","66.75","65.63","247.81K","1.28%"
"2019年3月8日","65.74","66.08","66.09","64.02","316.39K","-0.84%"
"2019年3月7日","66.30","65.88","67.00","65.75","276.24K","0.47%"
"2019年3月6日","65.99","65.49","66.18","65.22","283.20K","0.20%"
"2019年3月5日","65.86","65.46","66.23","65.04","216.39K","0.29%"
"2019年3月4日","65.67","64.97","66.34","64.93","233.54K","0.92%"
"2019年3月1日","65.07","66.48","67.14","64.59","297.19K","-1.45%"
"2019年2月28日","66.03","66.38","66.38","65.67","19.67K","-0.54%"
"2019年2月27日","66.39","65.64","66.70","65.27","102.14K","1.81%"
"2019年2月26日","65.21","64.79","65.74","64.32","127.60K","0.69%"
"2019年2月25日","64.76","66.97","67.47","64.54","220.94K","-3.52%"
"2019年2月22日","67.12","66.96","67.73","66.87","177.62K","0.07%"
"2019年2月21日","67.07","67.05","67.31","66.69","245.86K","-0.01%"
"2019年2月20日","67.08","66.30","67.38","65.63","276.48K","0.95%"
"2019年2月19日","66.45","66.44","66.65","65.58","246.65K","-0.08%"
"2019年2月18日","66.50","66.39","66.83","65.90","175.24K","0.38%"
"2019年2月15日","66.25","64.86","66.39","64.42","294.49K","2.60%"
"2019年2月14日","64.57","63.69","64.81","63.25","287.45K","1.51%"
"2019年2月13日","63.61","62.70","63.98","62.69","269.68K","1.91%"
"2019年2月12日","62.42","61.59","63.34","61.59","278.80K","1.48%"
"2019年2月11日","61.51","62.11","62.34","60.90","280.96K","-0.95%"
"2019年2月8日","62.10","61.66","62.36","61.04","254.95K","0.76%"
"2019年2月7日","61.63","62.50","62.91","60.60","286.17K","-1.69%"
"2019年2月6日","62.69","62.06","62.80","61.05","225.57K","1.15%"
"2019年2月5日","61.98","62.64","63.02","61.72","215.36K","-0.85%"
"2019年2月4日","62.51","62.83","63.63","61.28","297.43K","-0.38%"
"2019年2月1日","62.75","61.06","62.97","60.46","267.22K","1.39%"
"2019年1月31日","61.89","61.97","62.32","61.57","20.63K","0.39%"
"2019年1月30日","61.65","61.26","62.67","61.04","90.93K","0.54%"
"2019年1月29日","61.32","59.87","61.79","59.75","142.13K","2.32%"
"2019年1月28日","59.93","61.49","61.69","59.49","214.19K","-2.77%"
"2019年1月25日","61.64","61.13","61.92","60.70","218.03K","0.90%"
"2019年1月24日","61.09","61.02","61.51","60.41","274.48K","-0.08%"
"2019年1月23日","61.14","61.37","62.33","60.21","308.46K","-0.59%"
"2019年1月22日","61.50","62.59","62.71","60.57","283.22K","-1.98%"
"2019年1月21日","62.74","62.74","63.15","62.25","138.08K","0.06%"
"2019年1月18日","62.70","61.33","63.00","61.32","288.91K","2.48%"
"2019年1月17日","61.18","61.05","61.54","60.04","278.42K","-0.23%"
"2019年1月16日","61.32","60.42","61.45","60.03","315.59K","1.12%"
"2019年1月15日","60.64","59.36","60.86","59.11","234.36K","2.80%"
"2019年1月14日","58.99","60.62","61.04","58.90","263.28K","-2.46%"
"2019年1月11日","60.48","61.19","62.49","60.08","292.79K","-1.95%"
"2019年1月10日","61.68","61.15","61.91","60.44","300.92K","0.39%"
"2019年1月9日","61.44","59.15","61.69","59.05","329.05K","4.63%"
"2019年1月8日","58.72","57.64","58.87","57.13","288.25K","2.42%"
"2019年1月7日","57.33","57.41","58.93","57.26","296.58K","0.47%"
"2019年1月4日","57.06","55.67","58.31","55.34","321.11K","1.98%"
"2019年1月3日","55.95","54.29","56.30","53.93","278.36K","1.89%"
"2019年1月2日","54.91","54.12","56.56","52.51","300.95K","2.06%"
"2018年12月31日","53.80","53.00","54.82","52.66","109.11K","3.07%"
"2018年12月28日","52.20","53.44","53.80","51.60","17.11K","0.08%"
"2018年12月27日","52.16","54.65","54.67","51.94","102.59K","-4.24%"
"2018年12月26日","54.47","50.84","55.29","49.93","77.00K","7.93%"
"2018年12月24日","50.47","53.49","54.66","50.36","76.22K","-6.22%"
"2018年12月21日","53.82","54.97","55.33","52.79","226.34K","-0.98%"
"2018年12月20日","54.35","56.49","56.75","54.28","299.45K","-5.05%"
"2018年12月19日","57.24","56.51","58.11","56.04","319.37K","1.74%"
"2018年12月18日","56.26","59.00","59.24","55.89","398.56K","-5.62%"
"2018年12月17日","59.61","60.25","61.21","58.64","246.03K","-1.11%"
"2018年12月14日","60.28","61.53","61.58","59.92","206.56K","-1.90%"
"2018年12月13日","61.45","60.29","62.02","59.33","252.40K","2.16%"
"2018年12月12日","60.15","60.67","61.43","59.98","246.92K","-0.08%"
"2018年12月11日","60.20","59.91","61.10","59.58","235.33K","0.38%"
"2018年12月10日","59.97","61.34","62.33","59.61","264.95K","-2.76%"
"2018年12月7日","61.67","60.25","63.73","59.10","423.08K","2.68%"
"2018年12月6日","60.06","61.36","61.97","58.36","399.99K","-2.44%"
"2018年12月5日","61.56","61.35","63.29","60.80","256.24K","-0.84%"
"2018年12月4日","62.08","61.90","63.58","61.24","277.42K","0.63%"
"2018年12月3日","61.69","59.98","62.60","59.85","294.77K","5.08%"
"2018年11月30日","58.71","59.28","59.93","58.25","27.02K","-1.34%"
"2018年11月29日","59.51","59.12","60.37","57.50","94.57K","1.28%"
"2018年11月28日","58.76","60.63","61.27","58.55","150.81K","-2.41%"
"2018年11月27日","60.21","60.39","61.40","58.92","271.17K","-0.45%"
"2018年11月26日","60.48","58.98","61.13","58.60","267.38K","2.86%"
"2018年11月23日","58.80","62.58","62.79","58.41","279.67K","-6.07%"
"2018年11月22日","62.60","63.60","63.81","62.27","164.11K","-1.39%"
"2018年11月21日","63.48","62.60","64.48","62.56","334.98K","1.52%"
"2018年11月20日","62.53","66.90","66.90","61.71","417.01K","-6.38%"
"2018年11月19日","66.79","66.99","67.64","65.27","262.55K","0.04%"
"2018年11月16日","66.76","66.68","68.38","66.06","327.72K","0.21%"
"2018年11月15日","66.62","66.12","67.42","65.77","316.04K","0.76%"
"2018年11月14日","66.12","65.62","67.63","65.02","379.72K","0.99%"
"2018年11月13日","65.47","69.13","69.68","64.61","445.04K","-6.63%"
"2018年11月12日","70.12","70.69","71.88","68.87","319.23K","-0.09%"
"2018年11月9日","70.18","70.87","70.99","69.13","292.21K","-0.67%"
"2018年11月8日","70.65","72.10","73.08","70.56","350.47K","-1.97%"
"2018年11月7日","72.07","71.66","73.55","71.36","361.36K","-0.08%"
"2018年11月6日","72.13","72.85","73.28","71.18","290.88K","-1.42%"
"2018年11月5日","73.17","72.85","74.13","72.26","231.14K","0.47%"
"2018年11月2日","72.83","72.75","73.50","72.16","312.87K","-0.08%"
"2018年11月1日","72.89","74.69","74.99","72.56","360.16K","-3.42%"
"2018年10月31日","75.47","76.28","76.92","75.42","34.70K","-0.58%"
"2018年10月30日","75.91","76.82","77.32","75.09","115.19K","-1.85%"
"2018年10月29日","77.34","77.64","78.03","76.55","117.94K","-0.36%"
"2018年10月26日","77.62","76.60","77.91","75.77","229.75K","0.95%"
"2018年10月25日","76.89","75.67","77.08","75.35","215.24K","0.95%"
"2018年10月24日","76.17","76.35","77.57","75.11","366.65K","-0.35%"
"2018年10月23日","76.44","80.04","80.12","75.88","513.72K","-4.25%"
"2018年10月22日","79.83","80.11","80.41","78.99","269.91K","0.06%"
"2018年10月19日","79.78","79.44","80.88","79.22","291.07K","0.62%"
"2018年10月18日","79.29","80.23","80.31","78.69","359.01K","-0.95%"
"2018年10月17日","80.05","81.74","81.85","79.17","336.60K","-1.67%"
"2018年10月16日","81.41","80.88","81.75","79.80","329.33K","0.78%"
"2018年10月15日","80.78","81.00","81.92","79.85","284.65K","0.44%"
"2018年10月12日","80.43","80.28","81.48","79.23","373.09K","0.21%"
"2018年10月11日","80.26","82.47","82.63","79.80","482.51K","-3.41%"
"2018年10月10日","83.09","84.98","85.17","82.26","319.09K","-2.25%"
"2018年10月9日","85.00","83.91","85.45","83.73","351.40K","1.30%"
"2018年10月8日","83.91","84.17","84.31","82.66","290.09K","-0.30%"
"2018年10月5日","84.16","84.89","85.12","83.92","300.62K","-0.50%"
"2018年10月4日","84.58","85.99","86.43","84.14","361.25K","-1.98%"
"2018年10月3日","86.29","84.79","86.74","84.01","345.22K","1.76%"
"2018年10月2日","84.80","84.95","85.38","84.31","268.61K","-0.21%"
"2018年10月1日","84.98","82.79","85.45","82.55","347.53K","2.73%"
"2018年9月28日","82.72","81.63","82.87","81.60","19.68K","1.22%"
"2018年9月27日","81.72","81.80","82.44","81.32","124.00K","0.47%"
"2018年9月26日","81.34","81.45","82.22","81.10","130.53K","-0.65%"
"2018年9月25日","81.87","81.35","82.55","81.17","240.40K","0.83%"
"2018年9月24日","81.20","78.97","81.48","78.97","243.31K","3.05%"
"2018年9月21日","78.80","78.67","80.12","78.23","297.57K","0.13%"
"2018年9月20日","78.70","79.44","79.83","78.51","300.16K","-0.88%"
"2018年9月19日","79.40","78.97","79.50","78.51","275.87K","0.47%"
"2018年9月18日","79.03","77.78","79.73","77.46","259.18K","1.26%"
"2018年9月17日","78.05","78.07","78.90","77.73","207.61K","-0.05%"
"2018年9月14日","78.09","78.45","78.94","77.37","261.06K","-0.12%"
"2018年9月13日","78.18","79.60","79.71","77.87","298.14K","-1.96%"
"2018年9月12日","79.74","79.42","80.13","78.75","315.27K","0.86%"
"2018年9月11日","79.06","77.38","79.54","77.36","280.31K","2.18%"
"2018年9月10日","77.37","77.08","77.92","76.90","244.53K","0.70%"
"2018年9月7日","76.83","76.69","77.10","75.88","209.00K","0.43%"
"2018年9月6日","76.50","77.02","77.77","75.64","274.79K","-1.00%"
"2018年9月5日","77.27","77.82","78.09","76.91","277.12K","-1.15%"
"2018年9月4日","78.17","78.19","79.72","77.44","320.45K","0.03%"
"2018年9月3日","78.15","77.69","78.44","77.30","110.91K","0.94%"
"2018年8月31日","77.42","77.53","77.79","77.00","25.83K","-0.45%"
"2018年8月30日","77.77","77.33","78.03","77.18","90.22K","0.82%"
"2018年8月29日","77.14","75.99","77.42","75.67","130.44K","1.57%"
"2018年8月28日","75.95","76.34","76.97","75.73","179.66K","-0.34%"
"2018年8月27日","76.21","75.54","76.34","75.39","101.08K","0.51%"
"2018年8月24日","75.82","74.73","76.42","74.68","235.09K","1.46%"
"2018年8月23日","74.73","74.72","74.87","74.21","199.66K","-0.07%"
"2018年8月22日","74.78","72.76","75.00","72.70","300.69K","2.96%"
"2018年8月21日","72.63","72.15","72.95","72.05","201.24K","0.58%"
"2018年8月20日","72.21","71.77","72.75","71.42","249.10K","0.53%"
"2018年8月17日","71.83","71.35","72.49","71.25","217.16K","0.56%"
"2018年8月16日","71.43","70.65","71.52","70.40","227.20K","0.95%"
"2018年8月15日","70.76","72.22","72.44","70.30","298.11K","-2.35%"
"2018年8月14日","72.46","72.82","73.93","72.16","242.75K","-0.21%"
"2018年8月13日","72.61","73.00","73.09","71.04","220.34K","-0.27%"
"2018年8月10日","72.81","71.97","73.14","71.40","228.74K","1.03%"
"2018年8月9日","72.07","72.16","72.89","71.86","197.06K","-0.29%"
"2018年8月8日","72.28","74.64","74.87","71.65","269.51K","-3.17%"
"2018年8月7日","74.65","73.61","74.90","73.57","228.99K","1.22%"
"2018年8月6日","73.75","73.21","74.47","73.08","200.58K","0.74%"
"2018年8月3日","73.21","73.37","73.73","72.48","175.36K","-0.33%"
"2018年8月2日","73.45","72.42","73.75","71.84","226.45K","1.46%"
"2018年8月1日","72.39","74.07","74.12","72.13","284.02K","-2.51%"
"2018年7月31日","74.25","74.93","75.10","74.14","21.88K","-0.96%"
"2018年7月30日","74.97","74.31","75.27","74.14","81.03K","0.92%"
"2018年7月27日","74.29","74.50","74.85","73.83","119.34K","-0.34%"
"2018年7月26日","74.54","74.37","74.83","73.77","183.35K","0.83%"
"2018年7月25日","73.93","73.70","74.60","73.07","210.87K","0.67%"
"2018年7月24日","73.44","72.91","74.00","72.68","215.15K","0.52%"
"2018年7月23日","73.06","73.22","74.50","72.52","316.98K","-0.01%"
"2018年7月20日","73.07","72.65","73.47","72.26","231.51K","0.68%"
"2018年7月19日","72.58","73.06","73.79","71.83","313.81K","-0.44%"
"2018年7月18日","72.90","71.74","73.28","71.19","287.11K","1.03%"
"2018年7月17日","72.16","72.01","72.78","71.35","286.44K","0.45%"
"2018年7月16日","71.84","74.92","75.37","71.52","330.00K","-4.63%"
"2018年7月13日","75.33","74.34","75.93","73.22","302.43K","1.18%"
"2018年7月12日","74.45","74.17","75.10","72.67","416.41K","1.43%"
"2018年7月11日","73.40","78.78","78.83","73.04","560.84K","-6.92%"
"2018年7月10日","78.86","78.25","79.51","78.15","261.55K","1.01%"
"2018年7月9日","78.07","77.21","78.31","77.04","212.19K","1.24%"
"2018年7月6日","77.11","77.57","77.68","76.36","315.28K","-0.36%"
"2018年7月5日","77.39","78.14","78.50","77.30","254.02K","-1.09%"
"2018年7月4日","78.24","77.89","78.28","77.61","97.25K","0.62%"
"2018年7月3日","77.76","77.40","78.55","76.67","273.46K","0.60%"
"2018年7月2日","77.30","78.55","78.95","77.16","265.38K","-2.69%"
"2018年6月29日","79.44","77.79","79.70","77.45","17.12K","2.04%"
"2018年6月28日","77.85","77.50","78.42","77.09","144.22K","0.30%"
"2018年6月27日","77.62","76.54","78.16","76.28","166.19K","1.72%"
"2018年6月26日","76.31","74.74","76.72","74.13","289.47K","2.11%"
"2018年6月25日","74.73","74.80","75.13","73.74","274.38K","-1.09%"
"2018年6月22日","75.55","73.24","75.83","73.24","377.39K","3.42%"
"2018年6月21日","73.05","74.46","74.69","72.93","411.81K","-2.26%"
"2018年6月20日","74.74","75.20","75.86","74.10","368.84K","-0.45%"
"2018年6月19日","75.08","75.24","75.55","74.45","290.59K","-0.35%"
"2018年6月18日","75.34","73.06","75.49","72.45","316.12K","2.59%"
"2018年6月15日","73.44","75.98","76.06","73.00","285.80K","-3.29%"
"2018年6月14日","75.94","76.56","76.92","75.76","279.21K","-1.04%"
"2018年6月13日","76.74","75.40","76.87","75.26","292.47K","1.13%"
"2018年6月12日","75.88","76.50","77.07","75.43","260.33K","-0.76%"
"2018年6月11日","76.46","76.30","76.84","75.52","231.28K","0.00%"
"2018年6月8日","76.46","77.39","77.61","76.12","251.83K","-1.11%"
"2018年6月7日","77.32","75.88","77.45","75.44","327.98K","2.60%"
"2018年6月6日","75.36","75.19","76.25","74.46","365.65K","-0.03%"
"2018年6月5日","75.38","75.40","75.74","73.81","400.85K","0.12%"
"2018年6月4日","75.29","76.66","76.95","75.20","324.29K","-1.95%"
"2018年6月1日","76.79","77.71","77.95","76.35","296.57K","-1.03%"
"2018年5月31日","77.59","77.37","78.75","77.04","21.44K","0.12%"
"2018年5月30日","77.50","75.37","77.73","74.81","125.33K","2.80%"
"2018年5月29日","75.39","75.82","76.20","74.54","114.46K","0.12%"
"2018年5月28日","75.30","76.11","76.17","74.49","65.10K","-1.49%"
"2018年5月25日","76.44","78.82","78.88","76.01","275.72K","-2.98%"
"2018年5月24日","78.79","79.65","79.78","78.57","228.58K","-1.27%"
"2018年5月23日","79.80","79.47","79.85","78.21","292.97K","0.29%"
"2018年5月22日","79.57","79.36","80.49","79.16","305.31K","0.44%"
"2018年5月21日","79.22","78.61","79.59","78.10","245.77K","0.90%"
"2018年5月18日","78.51","79.46","79.87","78.33","277.28K","-1.00%"
"2018年5月17日","79.30","79.26","80.50","79.12","330.17K","0.03%"
"2018年5月16日","79.28","78.10","79.35","77.61","336.57K","1.08%"
"2018年5月15日","78.43","78.42","79.47","77.90","390.92K","0.26%"
"2018年5月14日","78.23","77.05","78.53","76.55","290.13K","1.44%"
"2018年5月11日","77.12","77.55","77.60","76.95","261.80K","-0.45%"
"2018年5月10日","77.47","77.44","78.00","76.51","314.19K","0.34%"
"2018年5月9日","77.21","76.19","77.43","76.08","364.75K","3.15%"
"2018年5月8日","74.85","75.60","76.18","73.10","519.80K","-1.73%"
"2018年5月7日","76.17","75.00","76.34","74.83","230.47K","1.74%"
"2018年5月4日","74.87","73.74","75.08","73.24","289.86K","1.70%"
"2018年5月3日","73.62","73.07","74.09","72.47","382.14K","0.35%"
"2018年5月2日","73.36","73.28","73.63","72.38","347.06K","0.31%"
"2018年5月1日","73.13","74.65","74.98","72.74","360.97K","-2.71%"
"2018年4月30日","75.17","74.62","75.41","73.47","24.76K","0.71%"
"2018年4月27日","74.64","74.72","75.03","74.35","156.53K","-0.13%"
"2018年4月26日","74.74","74.23","74.97","74.11","179.48K","1.00%"
"2018年4月25日","74.00","74.00","74.19","73.17","275.13K","0.19%"
"2018年4月24日","73.86","75.09","75.47","73.68","330.60K","-1.14%"
"2018年4月23日","74.71","73.77","75.10","73.13","317.45K","0.88%"
"2018年4月20日","74.06","73.94","74.20","72.83","371.90K","0.38%"
"2018年4月19日","73.78","73.72","74.75","73.46","393.96K","0.41%"
"2018年4月18日","73.48","71.72","73.93","71.66","352.65K","2.65%"
"2018年4月17日","71.58","71.65","71.89","70.83","315.04K","0.22%"
"2018年4月16日","71.42","72.70","72.85","71.11","297.44K","-1.60%"
"2018年4月13日","72.58","71.94","72.88","71.56","328.50K","0.78%"
"2018年4月12日","72.02","72.09","72.49","71.10","330.21K","-0.06%"
"2018年4月11日","72.06","71.03","73.09","70.57","495.41K","1.44%"
"2018年4月10日","71.04","68.46","71.34","68.46","452.34K","3.48%"
"2018年4月9日","68.65","67.10","68.80","67.00","257.50K","2.29%"
"2018年4月6日","67.11","68.09","68.62","66.86","296.09K","-1.79%"
"2018年4月5日","68.33","68.36","68.93","67.73","270.82K","0.46%"
"2018年4月4日","68.02","68.15","68.28","66.69","361.48K","-0.15%"
"2018年4月3日","68.12","67.63","68.46","67.62","232.26K","0.71%"
"2018年4月2日","67.64","69.32","70.04","67.49","190.05K","-3.74%"
"2018年3月29日","70.27","69.86","70.44","69.10","25.29K","1.06%"
"2018年3月28日","69.53","69.72","70.25","68.78","141.89K","-0.83%"
"2018年3月27日","70.11","70.13","71.03","69.45","131.39K","-0.01%"
"2018年3月26日","70.12","70.43","71.05","69.67","183.69K","-0.47%"
"2018年3月23日","70.45","69.11","70.57","68.87","283.01K","2.23%"
"2018年3月22日","68.91","69.63","69.70","68.58","286.63K","-0.81%"
"2018年3月21日","69.47","67.61","69.86","67.48","401.05K","3.04%"
"2018年3月20日","67.42","66.15","67.88","66.15","326.47K","2.07%"
"2018年3月19日","66.05","66.01","66.39","65.39","272.42K","-0.24%"
"2018年3月16日","66.21","65.07","66.42","64.88","264.21K","1.67%"
"2018年3月15日","65.12","64.90","65.38","64.61","208.59K","0.35%"
"2018年3月14日","64.89","64.73","65.21","64.06","267.59K","0.39%"
"2018年3月13日","64.64","64.92","65.68","64.05","320.57K","-0.48%"
"2018年3月12日","64.95","65.50","65.86","64.18","240.03K","-0.82%"
"2018年3月9日","65.49","63.93","65.63","63.69","286.49K","2.96%"
"2018年3月8日","63.61","64.51","64.56","63.43","294.79K","-1.13%"
"2018年3月7日","64.34","65.23","65.80","63.83","332.91K","-2.20%"
"2018年3月6日","65.79","65.74","66.16","65.30","199.79K","0.38%"
"2018年3月5日","65.54","64.65","65.88","64.10","261.06K","1.82%"
"2018年3月2日","64.37","64.07","64.64","63.20","266.38K","0.85%"
"2018年3月1日","63.83","64.57","65.04","63.19","340.97K","-2.96%"
"2018年2月28日","65.78","66.41","66.87","65.43","27.39K","-1.28%"
"2018年2月27日","66.63","67.57","67.61","66.32","106.34K","-1.29%"
"2018年2月26日","67.50","67.29","67.90","66.72","188.30K","0.28%"
"2018年2月23日","67.31","66.30","67.37","65.79","201.72K","1.39%"
"2018年2月22日","66.39","64.91","66.56","64.62","253.00K","1.48%"
"2018年2月21日","65.42","65.05","65.53","64.40","245.87K","0.26%"
"2018年2月20日","65.25","65.64","65.81","64.78","289.17K","-0.64%"
"2018年2月19日","65.67","64.96","65.90","64.84","125.63K","1.28%"
"2018年2月16日","64.84","64.66","65.22","64.19","239.58K","0.79%"
"2018年2月15日","64.33","64.44","65.15","63.12","292.91K","-0.05%"
"2018年2月14日","64.36","62.84","64.58","61.95","349.10K","2.61%"
"2018年2月13日","62.72","62.85","63.10","61.76","367.26K","0.21%"
"2018年2月12日","62.59","62.50","64.40","62.50","349.67K","-0.32%"
"2018年2月9日","62.79","64.44","64.64","61.77","399.50K","-3.12%"
"2018年2月8日","64.81","65.28","65.60","64.10","346.32K","-1.07%"
"2018年2月7日","65.51","67.20","67.72","65.16","567.76K","-2.02%"
"2018年2月6日","66.86","67.02","67.60","66.53","328.85K","-1.12%"
"2018年2月5日","67.62","68.15","68.46","66.90","335.64K","-1.40%"
"2018年2月2日","68.58","70.00","70.02","67.96","307.13K","-1.54%"
"2018年2月1日","69.65","69.00","69.97","68.81","336.92K","0.87%"
"2018年1月31日","69.05","68.43","69.15","68.33","20.43K","0.04%"
"2018年1月30日","69.02","69.30","69.39","68.40","135.87K","-0.63%"
"2018年1月29日","69.46","70.47","70.64","69.07","202.24K","-1.50%"
"2018年1月26日","70.52","70.07","70.83","70.05","227.60K","0.14%"
"2018年1月25日","70.42","70.95","71.28","69.97","301.93K","-0.16%"
"2018年1月24日","70.53","69.97","70.94","69.54","308.37K","0.81%"
"2018年1月23日","69.96","69.17","70.24","69.12","343.73K","1.35%"
"2018年1月22日","69.03","68.80","69.51","68.39","250.60K","0.61%"
"2018年1月19日","68.61","69.01","69.08","68.28","278.36K","-1.01%"
"2018年1月18日","69.31","69.53","69.63","68.80","270.23K","-0.10%"
"2018年1月17日","69.38","69.35","69.59","68.55","280.42K","0.33%"
"2018年1月16日","69.15","70.05","70.13","68.83","322.95K","-1.58%"
"2018年1月15日","70.26","69.88","70.37","69.55","173.46K","0.56%"
"2018年1月12日","69.87","69.15","69.93","68.59","302.10K","0.88%"
"2018年1月11日","69.26","69.15","70.05","69.00","341.94K","0.09%"
"2018年1月10日","69.20","69.12","69.37","68.75","290.54K","0.55%"
"2018年1月9日","68.82","68.00","69.29","67.70","319.92K","1.53%"
"2018年1月8日","67.78","67.80","67.99","67.44","210.35K","0.24%"
"2018年1月5日","67.62","67.97","68.11","67.26","183.45K","-0.66%"
"2018年1月4日","68.07","67.89","68.27","67.62","246.15K","0.34%"
"2018年1月3日","67.84","66.54","68.03","66.40","260.86K","1.91%"
"2018年1月2日","66.57","66.55","67.29","66.24","211.74K","-0.45%"
"2017年12月29日","66.87","66.15","66.98","66.15","157.95K","0.22%"
"2017年12月28日","66.72","66.43","66.85","66.23","35.09K","0.42%"
"2017年12月27日","66.44","66.76","66.94","66.03","122.43K","-0.87%"
"2017年12月26日","67.02","65.20","67.10","65.00","74.25K","2.71%"
"2017年12月22日","65.25","64.63","65.28","64.38","110.42K","0.54%"
"2017年12月21日","64.90","64.49","64.93","64.20","155.42K","0.53%"
"2017年12月20日","64.56","63.83","64.60","63.67","222.73K","1.19%"
"2017年12月19日","63.80","63.41","63.91","63.30","213.19K","0.62%"
"2017年12月18日","63.41","63.36","63.91","63.00","234.62K","0.28%"
"2017年12月15日","63.23","63.39","63.68","63.08","213.00K","-0.13%"
"2017年12月14日","63.31","62.81","63.50","62.01","277.67K","1.39%"
"2017年12月13日","62.44","63.80","64.32","62.36","354.37K","-1.42%"
"2017年12月12日","63.34","64.66","65.83","63.07","508.99K","-2.09%"
"2017年12月11日","64.69","63.29","64.93","62.99","488.01K","2.03%"
"2017年12月8日","63.40","62.08","63.64","62.01","362.43K","1.93%"
"2017年12月7日","62.20","61.30","62.26","61.15","238.96K","1.60%"
"2017年12月6日","61.22","62.64","62.93","61.13","314.26K","-2.61%"
"2017年12月5日","62.86","62.45","63.15","62.12","219.34K","0.66%"
"2017年12月4日","62.45","63.50","63.68","62.31","250.52K","-2.01%"
"2017年12月1日","63.73","62.74","64.32","62.59","308.15K","0.25%"
"2017年11月30日","63.57","63.28","64.21","63.21","26.21K","0.73%"
"2017年11月29日","63.11","63.30","64.07","62.50","178.20K","-0.79%"
"2017年11月28日","63.61","63.78","63.89","63.10","186.93K","-0.36%"
"2017年11月27日","63.84","63.80","63.99","63.10","249.09K","-0.03%"
"2017年11月24日","63.86","63.35","63.95","63.28","152.70K","0.49%"
"2017年11月23日","63.55","63.24","63.57","62.88","113.08K","0.36%"
"2017年11月22日","63.32","62.78","63.43","62.62","322.87K","1.20%"
"2017年11月21日","62.57","62.10","62.87","62.07","338.16K","0.56%"
"2017年11月20日","62.22","62.80","62.80","61.44","283.48K","-0.80%"
"2017年11月17日","62.72","61.41","62.92","61.08","356.74K","2.22%"
"2017年11月16日","61.36","61.88","62.15","61.25","314.06K","-0.82%"
"2017年11月15日","61.87","61.55","62.13","61.30","279.41K","-0.55%"
"2017年11月14日","62.21","63.06","63.17","61.21","418.94K","-1.50%"
"2017年11月13日","63.16","63.68","63.77","62.61","335.15K","-0.57%"
"2017年11月10日","63.52","63.80","64.27","63.35","307.97K","-0.64%"
"2017年11月9日","63.93","63.52","64.25","63.26","319.86K","0.69%"
"2017年11月8日","63.49","63.69","64.64","62.95","418.07K","-0.31%"
"2017年11月7日","63.69","64.12","64.65","63.50","389.46K","-0.90%"
"2017年11月6日","64.27","62.27","64.44","62.08","356.99K","3.54%"
"2017年11月3日","62.07","60.88","62.23","60.60","272.74K","2.39%"
"2017年11月2日","60.62","60.50","60.86","60.02","289.30K","0.21%"
"2017年11月1日","60.49","61.07","61.70","60.00","337.76K","-1.43%"
"2017年10月31日","61.37","60.86","61.41","60.53","29.12K","0.77%"
"2017年10月30日","60.90","60.66","61.00","60.14","168.54K","0.76%"
"2017年10月27日","60.44","59.37","60.65","58.82","209.89K","1.92%"
